title,artist,genre,year,album,bpm,lyrics
Jaded,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,116,ayy yeah dogs on this side dogs over on this side yeah  leaving me leavin me dippin out on me on me already got what you needed i guess quickly quickly learned yourself through me through me already gave you what you needed i guess  ooh yeah  i guess yeah yeah thats why im not with nobody ooh yeah cause i dont wanna hurt nobody ooh yeah did it over text didnt call me ooh yeah still got love for you mami i know you wanna be somebody even if you gotta leave somebody body yeah  yes im hurting yes im jaded jaded most of these things i dont wanna say jaded i wanna be around while you chasin while you chasin it you wanna hit me up when you make it youll try and come back when you famous i always want the truth but its dangerous dangerous oh you got somethin real not basic ooh yeah you wanna get with me stop yes im hurting yes im jaded jaded most of these things i dont wanna say say i wanna be around while you chasin wanna be around wanna be around you wanna hit me up when you make it ooh yeah youll try and come back when you famous back around back around i always want the truth but its dangerous dangerous you got somethin real not basic you wanna get with me stop flakin  yeah dogs on this side dogs over on this side ooh yeah ooh yeah ooh yeah  ayy told me about all your insecurities for what dragged me like two hours to your familys house for what said you need some time but i should stick around for what always felt like stickin rounds the same as being stuck and like guns with the ink in youre gettin under my skin pretty little young thing  young thing  had a nigga convinced got me too excited yeah you played me you played me you played me lowdown dirty shameful crazy i need to know how the new nigga you got does the same thing i do for a living but is way less wavy how you even managin to keep straight faces in all the pictures that i seen lately lord knows you still look amazin thats besides the point im makin youre way too opinionated i have to force it to have to fake it you had potential i coulda shaped it you went and caved in ooh yeah we coulda waited i wasnt rushin difference in ages youre old enough but youre still a baby youve shared stories where you did amazin things to be loyal things to be patient that was before me i musta changed it shifted your focus lens lookin jaded jaded  most of these things i dont wanna say i wanna be around while you chasin while you chasin it you wanna hit me up when you make it youll try and come back when you famous back around back around dangerous oh ooh yeah  dogs on this side dogs over on this side you wanna get with me stop flakin
Nice for What,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,93,i wanna know who mothafuckin representin in here tonight hold on hold on i keep lettin you back in   you back in  how can i explain myself  care for me care for me you said youd care for me there for me there for me said youd be there for me lil weezyana shit cry for me cry for me you said youd die for me murda on the beat give to me give to me why wont you live for me care for me care for me i know you care for me a song for yall to cut up to you know there for me there for me said youd be there for me  yeah cry for me cry for me you said youd die for me give to me give to me why wont you live for me  everybody get your mothafuckin roll on i know shorty and she doesnt want no slow song had a man last year life goes on havent let that thing loose girl in so long youve been inside know you like to lay low ive been peepin what you bringin to the table workin hard girl everything paid for first last phone bill car note cable with your phone out gotta hit them angles with your phone out snappin like you fabo and you showin off but its alright and you showin off but its alright  alright  its a short life yeah  care for me care for me you said youd care for me there for me there for me said youd be there for me cry for me cry for me you said youd die for me give to me give to me why wont you live for me  thats a real one in your reflection without a follow without a mention you really pipin up on these niggas you gotta be nice for what to these niggas  i understand you got a hunnid bands you got a baby benz you got some bad friends high school pics you was even bad then you aint stressin off no lover in the past tense you already had them work at  am finish round five hoes talk down you dont see em outside yeah they dont really be the same offline you know dark days you know hard times doin overtime for the last month saturday call the girls get em gassed up gotta hit the club gotta make that ass jump gotta hit the club like you hit them mothafuckin angles with your phone out snappin like you fabo and you showin off but its alright and you showin off but its alright  alright  its a short life  uh huh oh yeah these hoes they mad your boy i had i made  watch the breakdown   care for me care for me you said youd care for me there for me there for me said youd be there for me cry for me cry for me you said youd die for me give to me give to me why wont you live for me  gotta make that jump gotta make that gotta gotta make that gotta make that jump gotta make that gotta gotta make that gotta gotta gotta g g gotta g g gotta gotta gotta g g gotta gotta gotta make that jump jump  lets go bend it over lift it up bend it over lift it up make that jump jump bend it over lift it up bend it over lift it up make that jump jump bend it over over over over over lift it up make that jump jump bend it over lift it up  make that jump jump bend it over lift it up  make that jump jump  thats a real one in your reflection without a follow without a mention you really pipin up on these niggas you gotta be nice for what to these niggas i understand  care for me care for me you said youd care for me there for me there for me said youd be there for me give to me give to me why wont you live for me cry for me cry for me you said youd cry for me  gotta hit the club like you hit them hit them hit them angles blaqnmild you a genius you diggin me its a short life yeah cry for me cry for me you said youd die for me give to me give to me why wont you live for me
Finesse,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,95,yeah turn everything up yeah oh yeah oh yeah turn everything up a little more  i want my baby to have your eyes im going against my own advice should i do new york i cant decide fashion week is more your thing than mine i cant even lie id rather stay inside i cant do suit and tie cant be in a room with you and stand on different sides one thing at a time i have to learn to hide one thing at a time emotions running high i wish you felt alright  just hitting my line all the time all the time all the you stay on my mind all the time all the time yeah  it takes some finesse i seen you finesse he cant know finesse you stay on my mind  you and your sister too hot to handle things would get cancelled i would make time for you commitment going the distance im new to all of this  it takes some finesse i seen you finesse he cant know finesse you stay on my mind
Ratchet Happy Birthday,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,168,its your fuckin birthday  oh birthday  i need more  liquor  its a fuckin celebration  oh oh  tonight we celebrate seems like times out of our control its a celebration oh oh  its your birthday baby its your birthday yeah whos gonna love you on your worst day you talk so tough i know youre soft like buttercups reeses reeses dont be ridiculous just say your piece and peace up like ibiza cool your headtop you hotter than anitta bakin baby tell me where i need to  to be to feel and fill that emptiness inside you petty bullshit shouldnt excite you on your birthday  its your brrrrrrr its your fuckin birthday  oh birthday i need more liquor its a fuckin celebration oh oh tonight we celebrate seems like times out of our control  oh oh its a celebration oh oh  they tried it they went for it all year and youre still here just ignore it if it aint the real thing you dont want it gg ccs all on ya its your month and you know it and you know it and you know its real dont gotta say it for you and you know somebody home prayin for you you say play this shit they better play it ayy play it for you for you on time and i miss the days that you was all mine havent been official in a long time so tell me where i need to  to be to feel and fill that emptiness inside you petty bullshit shouldnt excite you on your birthday  its your brrrrrrr its your fuckin birthday oh birthday i need more liquor its a fuckin celebration oh oh tonight we celebrate seems like times out of our control its a celebration oh oh  oh its your fuckin birthday oh oh
That’s How You Feel,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,85,yeah woo  im just in the cut sittin sideways way that you lookin all the time time gets to tickin and it takes a toll told you i couldnt really draw the line line ringin sayin that you told him things things that you couldve kept inside sidetrackin me when i was good to you you were somebody i would stand behind  i know you like to drink til the sun up grind til you come up work all winter shine all summer ride for your brother you die for your mother keep that shit a hunna i know you wanna vacay to a place where you could take pictures post on insta your friends say they miss ya but they dont really miss ya  rule number one to be a boss ass bitch  uh huh  never let a clown nigga try to play you  okay  if he play you then rule number two  okay  is fuck his best friends and make em yes men  okay  and  wow thats how you feel   im just in the cut sittin sideways way that you lookin all the time time it done left you with a broken heart hardly excuses how you play with mine mindin my business and you show up up to no good i shouldve seen the signs signin me up to do your dirty work workin to try and get you off my mind  i know you like to drink til the sun up grind til you come up work all winter shine all summer ride for your brother you die for your mother keep that shit a hunna i know you wanna vacay to a place where you could take pictures post on insta your friends say they miss ya but they dont really miss ya  what the fuck this aint chanel nigga custom down what the fuck i aint smokin hot bust me down you the same clown nigga that was runnin me down now you all up in mycause you wanna be down  okay   wow thats how you feel 
Blue Tint,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,134,mario pluto gang gang gang gang gang  look who im fuckin again i had her on ice but then i watched the ice get thin now does she sink or swim  she had an attitude in the summer but she bein nice again she bein nice double my price again double my price top of the charts back in they hearts nigga he strikes again woah some niggas bitter with life and they hate me they wanna put knife in my ribs woah  way this shit set up i live like ronaldo but i never been in madrid woah she said that that she workin i told her come over and we can get right at the crib woah she finish at  but then say she got court in the morning to fight for her kid i told her id pray for the kid  what a time this is  woah  to be alive for this shit  yeah  president doin us in woo my window got blue in the tint  skrrt  did this shit once and id do it again  look who im fuckin again i had her on ice but then i watched the ice get thin now does she sink or swim  blue faces jeez i got blue diamonds blue tint yeah blue faces i got blue diamonds blue tint yeah jeez ayy ayy  look who im stuck with again i had her on ice but then i watched the ice get so thin now does she sink or does she swim now  ayy cause she bein nice again she bein nice double my price again double my price top of the charts back in they hearts nigga he strikes again woah some niggas bitter with life and they hate me they wanna put knife in my ribs woah  nobody better to show up and run it and i could put that on the twins woah we not together but i get the info on you cause im nice to your friends woah woah woah woah yeah they shouldnt have told me but they did  what a time this is  woah  to be alive for this shit  yeah  president doin us in woo my window got blue in the tint  skrrt  ayy did this shit once and id do it again  look who im fuckin again i had her on ice but then i watched the ice get thin now does she sink or swim  blue faces i got blue diamonds blue tint yeah lets go blue faces i got blue diamonds blue tint yeah lets go
In My Feelings,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,91,trap trapmoneybenny this shit got me in my feelings gotta be real with it yeah  kiki do you love me are you riding say youll never ever leave from beside me cause i want ya and i need ya and im down for you always kb do you love me are you riding say youll never ever leave from beside me cause i want ya and i need ya and im down for you always  look the new me is really still the real me i swear you gotta feel me before they try and kill me they gotta make some choices they runnin out of options cause ive been goin off and they dont know when its stoppin and when you get to toppin i see that youve been learnin and when i take you shoppin you spend it like you earned it and when you popped off on your ex he deserved it i thought you were the one from the jump that confirmed it trapmoneybenny ayy i buy you champagne but you love some henny from the block like you jenny i know you special girl cause i know too many  resha do you love me are you riding say youll never ever leave from beside me cause i want ya and i need ya and im down for you always jt do you love me are you riding say youll never ever leave from beside me cause i want ya and i need ya and im down for you always  two bad bitches and we kissin in the wraith kissin kissin in the wraith kiss kissin in the wraith i need that black card and the code to the safe code to the safe code code to the safe safe i show him how that neck work fuck that netflix and chill whats your net net net worth cause i want ya and i need ya and im down for you always yeah yeah yeah yeah he bad and im down for you always yeah yeah yeah guess whos back and im down for you always d down for you al black biggy biggy black biggy black blake d d down for you always i got a new boy and that nigga trade  kiki do you love me are you riding say youll never ever leave from beside me cause i want you and i need you and im down for you always kb do you love me are you riding say youll never ever leave from beside me cause i want ya and i  skate and smoke and rap now let me see you bring that ass bring that ass bring that ass back b bring that ass bring that ass bring that ass back shawty say the nigga that she with cant hit but shawty ima hit it hit it like i cant miss now let me see you clap that ass youre the only one i love clap that ass clap clap that ass bring that ass back clap clap clap that ass youre the only one i love lets go lets go lets go bring that ass back  trap trapmoneybenny this shit got me in my feelings gotta be real with it ayy yup  blaqnmild you a genius you diggin me   you know what i dont even care i need a photo with drake because my instagram is weak as fuck im just being real my shit look 
Don’t Matter to Me,Drake;Michael Jackson,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,103,ayy wild things youre doin at night trips to wherever feels right doin it all just to feel things drinkings enough of a vice drugs just arent suiting you right you were just fine as a real thing thing  you you you know thats not the way to get over me i dont know what youre sayin you you you know thats not the way to get over me  all of a sudden you say you dont want me no more all of a sudden you say that i closed the door  it dont matter to me it dont matter to me what you say it dont matter to me it dont matter to me what you say  i cant recover from our last conversation you called me weak and you tested my manhood as we yelled at each other you wanted me to gon put my hands on you just to show you i love you you know i cant jeopardize both our reputations despite what you say despite what you choose to do with yourself this summer youre actin out you know you love to see me down stressin over somethin stressin over somethin  you you you you you know thats not the way to get over me i dont know what youre sayin you you you know thats not the way to get over me  all of a sudden you say you dont want me no more all of a sudden you say that i closed the door  it dont matter to me it dont matter to me what you say it dont matter to me it dont matter to me what you say  girl your love you think you broke it im leavin you today you broke my heart girl your love you think you broke it im leavin you today you broke my heart
After Dark,Drake;Static Major;Ty Dolla $ign,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,113,haha haha yeah ayy after dark  in the whip solo no ones gotta know after dark knockin at your door i dont gotta work anymore after dark you can put your phone down youre gonna need two hands after dark you cant get enough girl you know i set it up for after dark  late night like left eye im creepin assuming the worst cause i havent heard from you all weekend your silence is drivin me up the wall up the wall i cannot tell if youre duckin calls or missin calls cause youve been so patient i drink on the job and smoke on the job so i dont know how serious you take it cant offer much more youve heard it before that narrative for me isnt changin i wanna make you a priority i wanna let you know theres more to me i wanna have your faith restored in me ill be on my way after dark  in the whip solo no ones gotta know no ones gotta know after dark knockin at your door i dont gotta work anymore i dont gotta work no more after dark you can put your phone down youre gonna need two hands ooh yeah ooh yeah after dark you cant get enough girl you know i set it up for after dark  late night me and you got you wet like the pool then im tryna dive in put some time in yeah get the vibe right get your mind right its gon be a long night ooh yeah put your feet in this water dont wanna get your hair wet weve hooked up a couple times we aint took it there yet you broke up with your man and aint been with nobody else you like fuck these niggas rather keep it to yourself he did you wrong he left you down bad now you cant trust nobody you said do anything but just dont lie to me i said i ride for you girl you said you ride for me umm pulled up to the show then we got ghost and when its after dark anything goes  in the whip solo no ones gotta know no ones gotta know after dark knockin at your door i dont gotta work anymore i dont gotta work no more after dark you can put your phone down youre gonna need two hands ooh yeah ooh yeah after dark you cant get enough girl you know i set it up for after dark   wblk tied your knot at the quiet storm taking you right there with hall  oates  moving you through the storm in what is now  minutes after  oclock thanks for your phone calls as we get you closer to your requests and dedications phone lines are open for you to send a love your love note dedications   call me  coming up we will head through your storm with troop fantasia chaka khan my funny valentine jill scott giving you whatever and more the selected music of mr luther vandross  as we kick off your first hour of the most selective most seductive most relaxing four hours of the   its al wood and you are safe soft and warm in the loving embrace of my storm on blk
Final Fantasy,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,89,yeah i never really talk about dick that i wanna give you or places i wanna get to neck grab hair grab arch back heart attack cardiac i need it nasty like like evil angel like vivid you know nasty like how they give it you know i need you to be open like kais kitchen that pussy kinda sound like waves hittin kshh soothin keep it right there no movin make my way around the bases es i wanna take you to oasises bein honest i dont really know what patience is ayy freaky like the red leather michael zombie revival this aint like you this that new you this aint high school hi i like best when youre fresh faced and no foundation willin and ready for the takin earth shatterin groundbreakin headscarf for after our relations no judgment is our arrangement make that face up if you dare but just be prepared that i am gonna cause that lipstick to smear and the mascara tears to run down i always need a glass of wine by sundown i always get your ass over here somehow i hope that the apocalypse is the only thing that doesnt come now were one now  did somebody whod they say that baby look like drake  cashed out my neck is frozen careful when were mixin potion slashin like guns n roses you got options but i been chosen to deal with you the way you like the way you like it woo woo woo woo to deal with you the way you like the way you like it woo woo woo woo cashed out my neck is frozen careful when were mixin potion slashin like guns n roses you got options but i been chosen to deal with you the way you like the way you like it yeah
March 14,Drake,canadian hip hop;hip hop;house;pop rap,2018,Scorpion,127,here we go yeah  yesterday morning was crazy i had to come to terms with the fact that its not a maybe that shit is in stone sealed and signed she not my lover like billie jean but the kid is mine sandi used to tell me all it takes is one time and all it took was one time shit we only met two times two times and both times were nothin like the new times now its rough times im out here on front lines just tryin to make sure that i see him sometimes its breakin my spirit single father i hate when i hear it i used to challenge my parents on every album now im embarrassed to tell em i ended up as a co parent always promised the family unit i wanted it to be different because ive been through it but this is the harsh truth now and fairy tales are saved for the bedtime stories i tell you now i dont want you worry bout whose house you live at or who loves you more or whos not there who did what to who fore you got here nah look im too proud to let that come between me and you now realize i gotta think for two now i gotta make it i better make it i promise if im not dead then im dedicated this the first positive dna we ever celebrated i cant forget the looks on they faces got the news in miami that now we all got ones that we raisin tell gelo bring some mod ros and the baccarats out for our cheers to the next generation but this champagne toast is short lived i got an empty crib in my empty crib i only met you one time introduced you to saint nick i think he mustve brought you like twenty gifts your mother say you growin so fast that they dont even really fit but man you know i still had to get it for my boy though you know you havent met your grandfather yet that nigga a trip he probably coulda did stand up yeah but at the same time hes a stand up and thats how you gon be when its time to man up october baby for ironys sake of course i got this  tatted for somebody now its yours and believe me i cant wait to get a hundred more sorry im ventin tryna cover ground they said that in two weeks youre supposed to come in town hopefully by the time you hear this me and your mother will have come around instead of always cuttin each other down god willin i got a good feelin you got a good spirit well talk more when you hear this my g  im changing from boy to a man no one to guide me im all alone no one to cry on i need shelter from the rain to ease the pain of changing from boy to a man no one to guide me im all alone no one to cry on i need shelter from the rain to ease the pain of changing from boy to a man im all alone no one to cry on i need shelter from the rain to ease the pain of changing from boy to a man here we go again
Champagne Poetry,Drake,5+ wochen;_private tag 1;certified pedophile;contemporary r&b;emoji on cover;english;hip hop;offizielle charts;pop;pop rap;rap;🤰 on cover;🤰🏻 on cover;🤰🏼 on cover;🤰🏽 on cover;🤰🏾 on cover;🤰🏿 on cover,2021,Certified Lover Boy,87.0,i love you i love you i love you until i until i i love you i love you i love you until i find a say the only words i know that youll  i been hot since the birth of my son i remain unfazed trust worse has been done man fuck a valuation show me personal funds its the pretty boys versus the petty boys sold that already got a whole new set of toys shit is so surreal drizzy drake you better enjoy it nothing else bigger than the ovo letterman boys cashmere knits for the nighttime boat rides ollie got the first dition parked up roadside the only sign of strugglin is coming from thos guys im tryna just relay what i can see through my own eyes and nothin tell the truth like the eyes will lived so much for others dont remember how i feel friends in high places and friends that are high still still managed to moonwalk straight through a minefield and then ill come back to tell you how that feels built this house for us all pain in my back still you niggas gassed up you couldnt pay the  i love you i love you i love you until i until i i love you i love you i love you until i find a say the only words i know that youll  champagne poetry these are the effortless flows supposedly something else is controlling me under her pictures live some of the greatest quotes from me under me i see all the people that claim they over me and above me i see nobody id have to be dead for them to say that you took it from me the twenty percent of you that we own is my tootsies money nigga im wilding with your bread you owe it to me cj grab racks out the bag and throw it to me they dont want a problem with the boy but its goin to be trust in my brothers is as strong as i know it should be future sign the contracts he dont even show it to me i dont have to second guess nothing with no one i love bout to build a second guest house cause we growing too much think i got to scale the love back cause  i need you i need you i need you i need to make you see what you mean to me until i do im hoping you will know what i mean   yeah oh heavy day for real yeah yeah  the citys on fire and people are in denial charges being laid but well see what they do at trial im calling this shit from now sweetheart deals that the judges been handing down i havent been able to see family for a while that shit is wearin me out i used to hide my pain in delilah behind the bar til my niggas carried me out and if moneys all i need in my grave then bury me now i know i tend to talk about how i got a fortune on me but with that comes the politics the city been forcing on me man i cant even rip and show my remorse to the homie know i carry the guilt of the citys misfortunes on me i even got the cleanin staff plotting extortion on me my parents divorce is on me my therapists voice is making the choices for me and i always censor myself cause no matter what they reporting on me the pressure is weighin on me career is going great but now the rest of mes fading slowly my soulmate is somewhere out in the world just waiting on me my chef got the recipe for disaster baking slowly my heart feel vacant and lonely but still im makin the most of this shit and more every single move is like rolling dice on the board seen too many brothers get twenty five from the boys id rather see all of em get twenty five from the lord and if the last negotiation made you pay me twenty five well this is the perfect time to give me twenty five more im bigger now than before co parent of the year we figured out a rapport no fair what drizzy made on the second leg of the tour how could anybody tell you the truth when they misinformed how the niggas turnin up with you turned you in for rewards how the  do we manage to win everything but awards  windows of opportunity let me go through the doors this the part where i dont ever say pardon me anymore this the part where ima find a new part of me to explore this the part where all my partners know what we in it for this the part where we gon throw us a party after the war and if the last negotiation had you feeling out of pocket well this is the perfect time that i empty them shits for sure you owe that shit to the boy yeah   i need to make you see  i love you i love you i love you  what you mean to me  i need to make you see  what you mean to me   what you mean to me   what you mean to me 
Papi’s Home,Drake,5+ wochen;_private tag 1;certified pedophile;contemporary r&b;emoji on cover;english;hip hop;offizielle charts;pop;pop rap;rap;🤰 on cover;🤰🏻 on cover;🤰🏼 on cover;🤰🏽 on cover;🤰🏾 on cover;🤰🏿 on cover,2021,Certified Lover Boy,140.0,i know that i hurt you yeah i was a child trying to be a man to all my sons worldwide i walked out on my only son all my juniors i left you in your mothers hands i apologize for my absence i know i left you without a name to drop and now im standing right here i dont know how i expected you to get your clout up and get your money up but with tears with tears streaming from my eyes dont worry see your mother raised a fine young man daddys home and i know i missed so much of your life turn me up mario  yeah niggas know they need to stop im standing at the top thats how i know you never seen the top sierra canyon parking lot lookin like magic city parking lot hear the talks when i walk by like you know its over when he drop ayy drop yeah and im coming with the wop yall niggas not poppin fuck her then she goin shoppin woah im runnin out of opps theyre runnin out of options put em up for adoption sign my name on the dot ayy this is not luck baby this no four leaf no horseshoe im in the bank thinkin poor you im in new york goin jon chetrit supermodels and they all sexy lock the door to the bathroom cause they doin something that is not pepsi im just pourin up the shots i remember that i told you i miss you that was kinda like a mass text i remember that i told you i loved you that was really in the past tense i remember that i told you i get you truth is that i get around mentioned havin us a kid  hit i tend to kid around yeah on benedict with the top down shorties out here gettin knocked down city coming off a lockdown rap niggas doing weak features for a pop artist cause they popped down used to wanna throw the roc up niggas know how i rock now  you know how im rocking now ym forever big owl big birds forever dont make me go get your mama to talk to you cause if he gotta get your motherfuckin mama to talk to you you know what im sayin ima bring that motherfuckin big switch out at this point ima start collectin child support the opposite way you gotta pay me to be my motherfuckin son ha ha ha ha  look at me take a real good look at me wait dont turn away dont you turn away like i did my son look me in the eyes junior im making no more promises for real im trying to find the words to say daddys home daddys home dont you know daddys home said your daddys back home yeah daddys home for every birthday that i missed wanna be my dad again weve got to start all over be friends start right here right nowif you wanna be my dad again said my only son weve got to start all over be friends can you look at me  yeah baby yeah baby thats it showtime somethings happened to me bro ha ha ha
Girls Want Girls,Drake;Lil Baby,5+ wochen;_private tag 1;certified pedophile;contemporary r&b;emoji on cover;english;hip hop;offizielle charts;pop;pop rap;rap;🤰 on cover;🤰🏻 on cover;🤰🏼 on cover;🤰🏽 on cover;🤰🏾 on cover;🤰🏿 on cover,2021,Certified Lover Boy,87.0,woah woah woah woah woah ayy  starin at your dress cause its see through yeah talkin all the shit that you done been through yeah say that you a lesbian girl me too ayy girls want girls where im from wait woah yeah girls want girls woah yeah woah yeah girls want girls where im from oh yeah yeah girls want girls where ayy woah girls want girls where im from ayy  cannot play a player babe i grew up with drayaface i done seen the realest ones come and leave a crazy way had to take my spot it wasnt somethin they just gave away sorry to all my fans that mightve caught me on a crazy day fuck you niggas thinkin tryna block me on a fadeaway ive been on that shit i only vib with a payday say you go that way i guess we both go the sam way girls want girls where im from yeah yeah where we both from ayy and you just got to miami need hotel rooms niggas told you that they love you but they fell through so you shotting  cause you ayy and you throwin on that dress cause its see through yeah talkin all the shit that you done been through yeah textin me and say i need to see you  i dont know i dont know i might come i might go i dont know i dont know i might come i might go i dont know  starin at your dress cause its see through yeah talkin all the shit that you done been through yeah say that you a lesbian girl me too ayy girls want girls where im from wait yeah woah girls want girls where oh yeah oh yeah girls want girls where im from oh yeah yeah girls want girls where ayy yeah girls want girls where im from  my girl got a girlfriend aint tryna be out of shape well stay up on them curls then if gym dont work get surgery ill pay for that my courtesy cant imagine no bitch curvin me i put in that work overly i handle business and i got two pretty bitches keep em both on fleek they got matching benz and matching aps now they can really call each other twins im cool with all the owners they love me so they gon let us in and bring all of your peers it look better with more people we got  casamigos its getting heated they gotta follow us in the uber my car filled up with shooters it be lights camera action when you with us its a movie i dont drive my coupe to house parties im tryna leave with two of em shh shh yeah dont nobody know the shit that we do she like eating pussy im like me too i cant wait to get off work to go and see you please bring your girlfriend along with you yall been on my mind too much like what the fuck is wrong with me she said its somethin about the way your girl just makes her feel whatever youve been dreamin bout i swear to make it real just ride around the town with me then come lay down with me  i dont know i dont know i might come i might go i dont know i dont know i dont know i might come i might go i dont know  starin at your dress cause its see through yeah talkin all the shit that you done been through yeah say that you a lesbian girl me too ayy girls want girls where im from wait woah yeah girls want girls woah yeah woah yeah girls want girls where im from oh yeah yeah girls want girls where yeah woah girls want girls where im from  but i know you wanna roll with the gang and i know you want the finest of things askin me about se  settlin down cause you know that things are going my way
In the Bible,Drake;Lil Durk;GIVĒON,5+ wochen;_private tag 1;certified pedophile;contemporary r&b;emoji on cover;english;hip hop;offizielle charts;pop;pop rap;rap;🤰 on cover;🤰🏻 on cover;🤰🏼 on cover;🤰🏽 on cover;🤰🏾 on cover;🤰🏿 on cover,2021,Certified Lover Boy,143.0,okay okay okay countin up my bodies damn the thing just start to pile judge me how you judge me take them bitches out to trial fucked a hundred niggas how them niggas love you now you dont know love you dont love me like my child lay your ass down then that liquor get you fired up turn up every day girl it dont say that in the bible cant give it up cause you love the lifestyle  told the girls to meet at tao now yall doin shots now them bitches got you fired up dont know who you talking bout ill put that on the bible turnin up on me dont make me turn it back around and you know think im tiger woods the way im teed off th  and you know pockets on whatever jans forever green and you know told me lotta things but aint say everything but now i know every single thing there was plenty things i didnt know plenty things you didnt say was fuckin with you anyway was fuckin with you way before you had some confessions to make you decide to take it to the grave i know you gon take it and you know and you know and you know  okay okay okay countin up my bodies damn the thing just start to pile judge me how you judge me take them bitches out to trial fucked a hundred niggas how them niggas love you now you dont know love you dont love me like my child lay your ass down then that liquor get you fired up turn up every day girl it dont say that in the bible cant give it up cause you love the lifestyle  okay okay okay trenches bitch i got her a salon gucci and pucci its deep in her budget she hittin up virgil for louis vuitton its not in the bible to wife off one girl im muslim i go by quran the way i be smilin and holdin my gun she think i be mimickin von grandson she only play me in the whip india royale cosmetic im just promotin my bitch drake song do a billion streams for sure im just promotin her shit nasty with it take her to sono bello and get her some ass and titties fashion nigga rhude call when they drop like send my addy with it bitch left me and im glad she did it know i be testin bitches back to back im wrestlin with em lean voice im raspy with it i did my dance one time on tiktok and went viral with it mm mm yeah yeah yeah mm mm mm mm yeah yeah yeah mm mm mm mm yeah yeah yeah mm mm mm mm yeah yeah yeah  okay okay okay countin up my bodies damn the thing just start to pile judge me how you judge me take them bitches out to trial fucked a hundred niggas how them niggas love you now you dont know love you dont love me like my child lay your ass down then that liquor get you fired up turn up every day girl it dont say that in the bible cant give it up cause you love the lifestyle  youve been on my mind weve been spendin time but im scared a good girl inside a good girl inside but youre tainted every time that im there tainted here we are now and its crazy held my flaws down to you baby you love you trust you trust im not what you think dont be proud of me im not what you feel and you gon see it real soon im not what you think dont be proud of me im not what you feel and when you see the real will you still want me
Love All,Drake;JAY‐Z,5+ wochen;_private tag 1;certified pedophile;contemporary r&b;emoji on cover;english;hip hop;offizielle charts;pop;pop rap;rap;🤰 on cover;🤰🏻 on cover;🤰🏼 on cover;🤰🏽 on cover;🤰🏾 on cover;🤰🏿 on cover,2021,Certified Lover Boy,92.0,previously on ready to die  never had a lot this is all i need people never caretilits rip niggas turnedthey back on me for nogood reason loyalty is priceless and its all i need cant burn a bridge just to light my way lotta  on the flights im takin pourin out my soul and it might sound crazy lotta fallin outs help me build foundation never had a lot this is all i need people never care til its rip niggas turned they back on me for no good reason  never had a lot this is all i need lost individuals is all i see grab the top spot like pardon my reach woke up one day and it was all on me if it comes down its gon fall on me lotta  on the flights im takin long way down from the heights im chasin just touched down i was lights out in vegas girls checkin in cause my lifestyle dangerous hard to tell people that im all out of favors call me for songs or they call me for paper turnin off my phone for the night now baby pourin out my soul and it might sound crazy some of my niggas dont love me we should sit down before shit turns ugly we should sit down since you said things about me  never had a lot this is all i need people never care til its rip niggas turned they back on me for no good reason loyalty is priceless and its all i need cant burn a bridge just to light my way lotta  on the flights im takin pourin out my soul and it might sound crazy lotta fallin outs help me build foundation never had a lot this is all i need people never care til its rip niggas turned they back on me for no good reason  niggas wanted to kill me and yall still with em nigga yall chill with em and yall wonder why we not friends best thing i can do is not build with you when i could destroy you that takes some fuckin discipline i could send a team to come drill you i got a billion or two and i know where the fuck you live niggas gotta chill with talking gangsta you should just thank us humble yourselves a little bit this aint the same shawn that you knew once i dont shine shoes uh this aint what you want no all that back and forth on the internet nigga we dont tennis that yall gotta do something yeah only thing we spect now is violence anything besides this we playing violins uh im public enemy niggas wanted to kill me and yall want me to be friendly niggas want sympathy after they wanted to end me be those closest to it be the very ones that envy shout out to the family i dont want no friends no more not many understand me everybody want something you know the price of everything but the value of nothing but everybody want something you know the price of everything but the value of nothing  never had a lot this is all i need people never care til its rip niggas turned they back on me for no good reason loyalty is priceless and its all i need cant burn a bridge just to light my way lotta  on the flights im takin pourin out my soul and it might sound crazy lotta fallin outs help me build foundation never had a lot this is all i need people never care til its rip niggas turned they back on me for no good reason
