title,artist,genre,year,album,bpm,lyrics
Buried Alive Interlude,Drake;Kendrick Lamar,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,102,box i would surely break the lock id jump right in and and fall asleep i i fall asleep cause cause cause you cause you are the death of me cause you are the  if you was in a pine box box i would surely break the lock id jump right in and and fall asleep i i fall asleep cause cause cause you cause you are the death of me cause you are the  the the death of me you you the death of me  lookin in the mirror im embarrassed im feelin like a suicidal terrorist react like an infant whenever you are mentioned mind over matter never worked for my nemesis im in the matter of man arm wrestlin hands i was dealt when i said the music business was all i needed when i got it i was greeted by an alien that said last year that she slept with a canadian that gave him an addiction thatd keep him in mercedes benz bright lights and rihanna as a lady friend my vice is similar women love when youre my type and youre winnin from everything that your palm write put her in the palms hotel sin city devil in a dress platinum chanel live the ambiance all cause the audience one day said i would do it so instead of a verse bein read ima go and get some head off the strength of my music i tell a bad bitch your ass too fat capitalize that and your weave look good with the indian tracks trackin device on your used  series i dont call back just blame it on your canadian the same day we say we in the area cruisin in toronto hit me on the cellular thought he was gonna sell me a false word like the rappers i know sat down with a few drinks located where you cant see us a white waitress on standby when we need her a black maybach  pulled up jeep no doors all that nigga was missin was aaliyah felt like the initiation a reality livin in the matrix we talk casually about the industry and how the women be the tastemakers for the shit we makin then he said that he was the same age as myself and it didnt help cause it made me even more rude and impatient so blame it on mr ovoxo the reason why im breathin all the vanity i know the reason why my best friend say she love me more than life but i live a double life and need to let her go the reason why the highlight was when he said you belong to the people when you outside so dig a shovel full of money full of power full of pussy full of fame and bury yourself alive then i died
Under Ground Kings,Drake,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,156,yeah  bridge over troubled water ice in my muddy water rich off a mixtape got rich off a mixtape probably shouldnt be driving it just got so much harder cant even see it straight i cant even see it straight ah fuck with me i buy the shots live a little cause niggas die a lot and lie a lot but im the truth thats right i fuckin said it the living proof that you aint gotta die to get to heaven you girl you right there you look like you like this shit howd i know howd i know thats me on some psychic shit i could tell a lie if you askin me my whereabouts but i might talk that real if you ask me what i care about rap and bitches rap and bitches bitches and rappin rappin and bitches until all of it switches i swear its been two years since somebody asked me who i was im the greatest man i said that before i knew i was thats whats important what really happened before this when me and my crew was all about this rapper from new orleans singing walking like a man finger on the trigger i got money in my pocket im a uptown nigga ah with fame on my mind my girl on my nerves i was pushing myself to get something that i deserve that was back in the days acura days i was a cold dude im gettin back to my ways  people always ask how i got my nice things take my crown to the grave im an underground king i bet we can make tonight the greatest story ever told cause im down to spend whatever lately ive been on a roll and i do it for the city cause you know the city love a nigga do it for the city cause you know the city love a nigga do it for the city cause you know the city love a nigga do it for the city  ugk fuck these other niggas   sometimes i need that romance sometimes i need that pole dance sometimes i need that stripper thats gon tell me that she dont dance tell me lies make it sound good make it sound good do me like the women from my town would leather with that woodgrain persian rugs on wood floors talking all them good things thats all im really good for memphis tennessee know see i start to go deep back in ridge crest with my seat back with yo gotti and e mack and these niggas got them diamonds glowin in they mouth and they rockin furs like its snowin in the south and every pretty girl tell me thats the shit that she like so why am i in class if this is who im tryna be like so i drop out lessons i was taught are quick to fade soon as i realize that turnin papers in wont get me paid and if i dont do nothing ima ball im countin all day like the clock on the wall yeah i need that making major changes to the life im livin i had no choice i had to prove i made the right decision that was back in the days acura days i was a cold dude im gettin back to my ways  people always ask how i got my nice things take my crown to the grave im an underground king i bet we can make tonight the greatest story ever told cause im down to spend whatever lately ive been on a roll and i do it for the city cause you know the city love a nigga do it for the city cause you know the city love a nigga do it for the city cause you know the city love a nigga do it for the city  ugk fuck these other niggas 
We’ll Be Fine,Drake;Birdman,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,193,yeah  never thoughts of suicide im too alive but i still treat it like its do or die even though dying isnt in the plans but neither was making it and here i am in the presidential do you like your new room always presidential and tonights no blue moon since i saw aaliyahs precious life go too soon she deserve the credit for how im about to get it thats why i got a new dumb thing movin through the street got a new condo move it to the beach heard nicki just bought a brand new crib goddamn man shes beauty and the beast lord seem like yesterday that i was up and coming still so young that i aint had enough of nothing the fam here the drink here the girls here well fuck lets get it then  uh im trying to let go of the past should we make this one a double you aint even gotta ask ah because its hard to say no say no yeah it gets hard to say no are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine well be fine well be fine well be fine are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine well be fine well be fine well be fine  yeah used to make us proud we had dreams of getting bigger man loved you until now but now im the nigga man uh you keep talking how you was this and you had this and you deserve some fuckin credit how did anyone forget it got a show up in your city your girl is in the line and the line around the corner its my motherfuckin time you should take it as a sign man i got it right now i wouldnt doubt it cause these bitches all about it right now lets be real about this shit can i take you home or come to where you stay do you live on your own i heard you got your ways i never would have known she says youre such a dog i say youre such a bone ive been everywhere where you know me from these days women give it to me like they owe me one but they crave attention though they always saying show me some but girl you aint the only one thats tryna be the only one uh at least i admit that if you get that and you with that then fuck lets get it then  uh im trying to let go of the past should we make this one a double you aint even gotta ask ah because its hard to say no say no yeah it gets hard to say no are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine well be fine well be fine well be fine are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine well be fine well be fine well be fine  yeah drizzy your turn nigga take care of the business nigga shine on these niggas give these niggas the business nigga kill spray anything in the way nigga fuck em we dont love em blatt yeah its just that uptown gangster shit yeah toronto stand up for one of the realest niggas drizzy with the realest flow you know toast to this gangster shit to this gangster shit ovo ymcmb nigga believe that yeah you understand me playin with these motherfuckin millions like they aint nothing throwin hundreds rubber band stacks yeah that ymcmb shit nigga flashy lifestyle one hundred
Make Me Proud,Drake;Nicki Minaj,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,132,i like a woman with a future and a past a little attitude problem all good itll make the shit last dont make it too easy girl dont take it too fast yeah thats it right there thats it do it just like that only you can do it just like that and i love it when your hair still wet cause you just took a shower running on a treadmill and only eating salad sound so smart like you graduated college like you went to yale but you probably went to howard knowing you weekend in miami tryna study by the pool couple things due but you always get it done mightve been a time where i loved her too but you take that away and youve always been the one one i wonder why the moon looks nice girl maybe its just right for the night you said niggas coming on too strong girl they want you in they life as a wife thats why you wanna have no sex why you wanna protest why you wanna fight for your right cause you dont love them boys pussy run everything fuck that noise  i know things get hard but girl you got it girl you got it there you go cant you tell by how they looking at you everywhere you go wonderin whats on your mind it must be hard to be that fine when all these motherfuckers wanna waste your time its just amazing girl and all i can say is  im so im so im so im so im so proud of you im so im so im so im so im so proud of you im so im so im so im so im so proud of you everythings adding up youve been through hell and back thats why youre bad as fuck and you   b b b bet i am all of them bitches im badder than mansions in malibu babylon but i never mention everything i dabble in and i always ride slow when im straddling and my shits so wet you gotta paddle in gotta r r row gotta row your boat its pink friday records and ovo done did the pop tour im the realest still the best legal team so the deals is ill its mac opi and a fragrance too apparel im dominatin every avenue cobblestone good view little gravel too gotta pay for the entourage travel too cause im fl fl fly im flyin high aint got time to talk just hi and bye bitch but baby if you ask me to take a break ill give it all away dont care what the people say could be a million billion trillion miles away he asked my sign i said a sag im a star sheriff badge whats the point if im guardin double d up hoes dolly parton  i know things get hard but girl you got it girl you got it there you go cant you tell by how they looking at you everywhere you go wondering whats on your mind it must be hard to be that fine when all these motherfuckers wanna waste your time its just amazing girl and all i can say is  im so im so im so im so im so proud of you im so im so im so im so im so proud of you im so im so im so im so im so proud of you everythings adding up youve been through hell and back thats why youre bad as fuck and you know you are  and all i can say is im so im so im so im so im so proud of you and all i can say is im so im so im so im so   im so im so im so im so im so proud of you im so im so im so im so im so proud of you im so im so im so im so im so proud of you everythings adding up youve been through hell and back thats why youre bad as fuck and you know you are
Lord Knows,Drake;Rick Ross,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,168, and i know the sun will rise with me huh and i know the sun will rise with me huh and i know the sun will rise with me huh and i know the sun will rise with me all we wanted was an opportunity just blaze lord knows  its your worst nightmare its my first night here and this girl right here who knows what she knows so im going through her phone if she go to the bathroom and her purse right there i dont trust these hoes at all but thats just the result of me paying attention to all these women that think like men with the same intentions talking strippers and models that try to gain attention even a couple pornstars that im ashamed to mention but weezy and stunna my only role models haffa and jordan my only role models thats why i walk around with all this gold on and every time i run into these niggas they want no problems bought em sixes and chains and some bracelets and rings all of the little accents that make me a king i never hear the disses they try and point out to me but its whatever if somebody wont make it a thing im more concerned with niggas thinkin bout christmas in august do anything to buy gifts for they daughters get some shake a brick in the press and chef it like mrs fields they makin the cookie stretch i know it so well i know the hustle so well stunt like im working overnighters right by the motel drug money outfit record clean spend it all on me and my fuckin team matchin rollies for real matchin rovers for real woo places they say theyve been we actually goin for real woo im really killin shit fuck all the jiggy rappin woo im going trigger happy just to see my niggas happy mixtape legend underground kings lookin for the right way to do the wrong things  huh  with my new bitch thats livin in palm springs young ass nigga lifelong dreams they take the greats from the past and compare us i wonder if theyd ever survive in this era in a time where its recreation to pull all your skeletons out the closet like halloween decorations i know of all the things that i hear they be pokin fun at never the flow though they know i run that fuck you all i claim that whenever i changed rap forever the game back together yeah ym i remain that forever in the same place my brother wayne at forever im a descendant of either marley or hendrix i havent figured it out cause my story is far from finished im hearing all of the jokes i know that they tryna push me i know that showin emotion dont ever mean im a pussy know that i dont make music for niggas who dont get pussy so those are the ones i count on to diss me or overlook me lord knows lord knows im heavy i got my weight up roberson boost the rate up its time that somebody paid up a lot of niggas came up off of a style that i made up but if all i hear is me then who should i be afraid of bought a white ghost now shit is gettin spooky very very scary like shit you see in the movies in this bitch all drinks on the house like snoopy thats why all the real soldiers salute me trill nigga for real  huh you know i love this yolo you only live once im going so hard my nigga i swear homie every day is another opportunity to reach that goal  m m maybach music   i fell in love with the pen started fuckin the ink huh the hustles an art i painted what i would think still allergic to broke prescription straight to the paper destined for greatness but got a place in jamaica woo villa on the water with the wonderful views only fat nigga in the sauna with jews went and got a yacht im talkin carnival cruise and these niggas talkin like hoes they mad they not in my shoes its the red bottom boss huh came to buy the bar huh every bi week shit im bound to buy a car woo murder cedes benz or that bubble double r woo headlights flickin lookin like a falling star every day them hammers bang whippin yay like anna mae i run the game but the ladies think im runnin game mink coats make your woman wanna fornicate rozay and drake im getting cake nothin short of great huh
Cameras / Good Ones Go Interlude,Drake,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,140,callin on callin on you no no no i been callin on callin on you callin on callin on you no no no yeah i been callin on callin on you uh  word on road is the clique about to blow you aint gotta run and tell nobody they already know weve been living on a high theyve been talking on the low but its cool know you heard it all before thats why i asked you  how you mean how you mean thought you knew about the team ayy yeah thats why i asked you how you mean how you mean thought you knew about the team ayy yeah heh uh  how you mean how you mean what you know about the team man these niggas need to stop it they be crowding up the scene baby girl you need to stop it all that pride and self esteem got you angry about this girl im with in all them magazines baby she look like a star but only on camera only on camera only on camera it look like we in love but only on camera only on camera only on camera dont listen to the lies i swear they all lies you know i could be your knight in shining armor all tires trying to tell you im the one come and holla at me before im on the next ting ymcmb ah  ooh finally got you right here said i finally got my baby tonight ill ease your mind tonight ill ease your mind thats why im callin on you why im callin on you and ooh oh soft youre loves desire soft youre loves desire its hard to stay away stay away you keep me callin on you you keep me callin on you  how you mean how you mean thought you knew about the team ayy yeah how you mean how you mean thought you knew about the team ayy yeah heh  how you mean how you mean what you know about the team you just know what you get told girl i see behind the scene she spilled whiskey on her shirt she gon have to get it cleaned she been going way too hard someone has to intervene baby she look like a star but only on camera only on camera only on camera it might look like i care but only on camera only on camera only on camera dont listen to the lies i swear they all lies you know i could be your knight in shining armor all tires girl they love me like im prince like the new king with the crown bunch of underground kingz thought you knew how we get down huh  ooh finally got you right here said i finally got my baby tonight ill ease your mind tonight ill ease your mind thats why im callin on you why im callin on you and ooh oh soft youre loves desire soft youre loves desire its hard to stay away stay away you keep me callin on you you keep me callin on you  how you mean how you mean thought you knew about the team ayy how you mean how you mean thought you knew about the team ayy yeah  ah call on you just mail me my ring back oh i wanna call on you baby cant keep that shit oh i wanna call on you baby she said i could call on you baby  hahaha ayy la da da da da la da da da da baby oh yeah oh yeah oh yeah oh oh yeah oh yeah oh  summers mine i swear i said it about a hundred times ima need it back wish that you would come and find me just to tell me that i havent changed girl i needed that from you im gettin money just taking care of me girl im spendin time just taking care of me right now im gettin money just taking care of me girl cause youd be tired of taking care of me by now  ooh ooh oh ooh  but the good ones go the good ones go if you wait too long but the good ones go the good ones go if you wait too long so you should go you should go before you stay too long  but dont you go getting married dont you go get engaged i know youre getting older dont have no time to waste i shouldnt be much longer but you shouldnt have to wait cant lose you cant help it im so sorry im so selfish uh uh ive been chillin in the city where the moneys thrown high and the girls get down in case you started to wonder why my new shits sounding so h town but when its all done baby im yours if youre still around she knows she knows she knows  ooh ooh oh ooh  but the good ones go the good ones go if you wait too long but the good ones go the good ones go if you wait too long so you should go you should go before you stay too long
Doing It Wrong,Drake,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,101,when a good thing goes bad its not the end of the world its just the end of a world that you had with one girl and shes the reason it happened but shes overreacting and its all because she dont want things to change  so cry if you need to but i cant stay to watch you thats the wrong thing to do touch if you need to but i cant stay to hold you thats the wrong thing to do talk if you need to but i cant stay to hear you thats the wrong thing to do cause youll say you love me and ill end up lying and say i love you too  but i need someone different you know it oh you know it oh you know it we both know it i need someone different you know it oh you know it oh you know it we both know it somethings been missing you know it oh she knows it oh i know it we all know it i need someone different oh oh  we live in a generation of not being in love and not being together but we sure make it feel like were together cause were scared to see each other with somebody else  so cry if you need to but i cant stay to watch you thats the wrong thing to do touch if you need to but i cant stay to hold you thats the wrong thing to do talk if you need to but i cant stay to hear you thats the wrong thing to do cause youll say you love me and ill end up lying and say i love you too  but i need someone different you know it oh you know it oh you know it we both know it i need someone different you know it oh you know it oh you know it we both know it somethings been missing you know it oh she knows it oh i know it we all know it i need someone different oh oh
The Real Her,Drake;Lil Wayne;André 3000,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,65,people around you should really have nothing to say me im just proud of the fact that youve done it your way and the weekends here started it right even if you only get part of it right live for today plan for tomorrow party tonight party tonight dying to meet your girlfriends that you said you might bring if theyre the ones that tell you that you do the right thing ooh  houston girls love the way it goes down atlanta girls love the way it goes down vegas girls love the way it goes down  but i gotta say oh baby oh baby why is this so familiar just met her already feel like i know the real her you mustve done this before this cant be your first time we mustve been here before its still fresh on my mind you got that shit that somebody would look for but wont find you mustve done this before this cant be your first time  they keep telling me dont save you if i ignore all that advice then something isnt right then who will i complain to but the weekends here started it right even if i only get part of it right live for today plan for tomorrow party tonight party tonight you got your guards up i do too theres things we might discover cause you got a past and i do too were perfect for each other  houston girls love the way it goes down atlanta girls love the way it goes down vegas girls love the way it goes down  but i gotta say oh baby oh baby why is this so familiar just met her already feel like i know the real her you mustve done this before this cant be your first time we mustve been here before its still fresh on my mind you got that shit that somebody would look for but wont find you mustve done this before this cant be your first time woah  cause to her im just a rapper and soon shell have met another so if tonights an accident tomorrow well recover and i know im not supposed to judge a book by its cover i dont wan be in the blind but sometimes i stevie wonder about her and she with it if im with it and im with it i know what makes her smile but i wan know what makes her different or should i just be realistic lipstick on the glass see i know this aint your first but its better than your last tunechi  you mustve done this before this cant be your first time we mustve been here before its still fresh on my mind you got that shit that somebody would look for but wont find you mustve done this before this cant be your first time woah  shower her with dollar tips shawty went and bought a whip guarantee the city remember your whole name you throw that ho a scholarship all of them aint all equipped and this saddens me i see the pecking order quote unquote bad bitches work the whole floor those that get laughed at sit off in a corner like a lab rat nobody want her niggas that are married dont wanna go home but we look up to them they wish they were us they want some new trim we lust for some trust now the both of us are colorblind cause the other side looks greener which leaves your turf in a boise state cant see a play or the team cause everybody has an addiction mine happens to be you and those who say they dont souls will later on say to them that aint true all of them will have an opinion but yall know what yall can do with them but if you unsure ill take you on tour to a place you can stick that in well sitting here sad as hell listening to adele i feel you baby someone like you more like someone unlike you or something thats familiar maybe and i can tell that she wants a baby and i can yell girl that youre crazy oh what the hell nope cant be lazy please be careful bitches got the rabies
Look What You’ve Done,Drake,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,134,yeah yeah man  its like  in your basement and im in love with nebby and i still love her but it fell through because i wasnt ready and your back hurt and your neck hurt and you smokin heavy and i sit next to you and i lecture you because those are deadly and then you ash it and we argue about spendin money on bullshit and you tell me im just like my father my one button you push it now its fuck you i hate you ill move out in a heartbeat and i leave out and you call me and you tell me that you sorry and you love me and i love you and your heart hurts mine does too and its just words and they cut deep but its our world its just us two i see painkillers on the kitchen counter i hate to see it all hurt so bad but maybe i wouldnt have worked this hard if you were healthy and it werent so bad uh maybe i should walk up the street and try and get a job at the bank cause leave it up to me j and neeks well probably end up robbin a bank then wayne calls up my phone conversation wasnt that long gets me a flight to houston in the morning oh its my time yeah its on hes thinkin of signin me i come home we make a mixtape with seventeen songs and almost get a grammy off of that thing they love your son man that boy gone you get the operation you dreamed of and i finally send you to rome and get to make good on my promise it all worked out girl we shouldve known cause you deserve it  is this shit real should i pinch you after all the things that we been through i got you yeah look what youve done look what youve done look what youve done for me now yeah you knew that i was gon be somethin when youre stressed out and you need somethin i got you yeah look what youve done look what youve done look what youve look what youve  its like  in your backyard im in love with jade and im still in love cause when its that real is when it doesnt fade and my father living in memphis now he cant come this way over some minor charges and child support that just wasnt paid damn boohoo sad story black american dad story know that im your sisters kid but it still dont explain the love that you have for me i remember sneaking in your pool after school dances damn your house felt like the hamptons for all of my summer romances i never really had no one like you man this all new shit made the world i know bigger changed the way that i viewed it had all this fightin going on at the crib you would calm me down when i lose it told you i think im done acting now im more in touch with the music you said either way id be a star i could go so far talked to me then you got to me then youd toss the keys and loan me your car yeah just a young kid in a drop top lexus hopin that i dont get arrested just another kid thats going through life so worried that i wont be accepted but i could do anything you said that and you meant that you took me places you spent that they said no we went back checks bounced but we bounced back i put all the money in your accounts back and i thank you i dont know where id really be without that it worked out man you deserve it  is this shit real should i pinch you after all the things that we been through i got you yeah look what youve done look what youve done look what youve done for me now yeah you knew that i was gon be somethin when youre stressed out and you need somethin i got you yeah look what youve done look what youve done look what youve look what youve  hi aubrey im here sitting with my son having a little talk and he knew knows how to get in touch with you now to let you know how grateful i am for your help in keeping me in this in this comfortable place all i can say aubrey is i remember the good times we had together and the times i used to look after you and i still have wonderful feeling about that so god bless you and i hope ill see you
HYFR (Hell Ya F***ing Right),Drake;Lil Wayne,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,140,gotta do what i gotta do yeah uh  all my exes live in texas like im george strait or they go to georgia state where tuition is handled by some random nigga that live in atlanta that she only see when she feels obligated admitted it to me the first time we dated but she was no angel and we never waited i took her for sushi she wanted to fuck so we took it to go told em dont even plate it and we never talked too much after i blew up just only hello or a happy belated and i think i text her and told her i made it and thats when she text me and told me she prayed it and thats when i text her and told her i love her then right after texted and told her im faded she asked what have i learned since getting richer i learned workin with the negatives could make for better pictures i learned hennessy and enemies is one hell of a mixture even though its fucked up girl im still fuckin with ya damn is it the fall time for me to revisit the past theres women to call theres albums to drop theres liquor involved theres stories to tell we been through it all damn interviews are like confessions get the fuck up out my dressing room confusing me with questions like  do you love this shit are you high right now do you ever get nervous are you single i heard you fuck your girl is it true you gettin money you think them niggas you with is with you  and i say hell yeah hell yeah hell yeah fuckin right fuckin right alright and we say hell yeah hell yeah hell yeah fuckin right fuckin right alright  uh so much for being optimistic they say love is in the air so i hold my breath til my face turn purple keep a few bad bitches in my circle my nuts hang like aint no curfew bitch if you wave then i will surf you i flew jet she flew commercial but we still met later that night after my session she came over i was aggressive and she was sober i gave her a pill she started confessin and started undressin and asked me to hold her and so i did but that was last month and now shes texting me asking for closure damn she say this shit gon catch up to me i keep tissue paper we eat each other whenever we at the dinner table she say she hate that she love me and she wish i was average shit sometimes i wish the same and i wish she wasnt married promises i hope i never break em met a female dragon had a fire conversation but interviews are like confessions get the fuck up out my bedroom confusing me with questions like  do you love this shit are you high right now do you ever get nervous are you single i heard you fuck your girl is it true you gettin money you think them niggas you with is with you  and i say hell yeah hell yeah hell yeah fuckin right fuckin right alright and we say hell yeah hell yeah hell yeah fuckin right damn right alright and we say hell yeah hell yeah hell yeah fuckin right fuckin right alright and we say hell yeah yeah yeah hell yeah fuckin right damn right alright aw yeah  yeah yeah aw yeah aw yeah aw yeah aw yeah
Practice,Drake,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,105,yeah cash money shit cash money shit  i can tell that moneys got you working weve been talking for so long now were finally here in person i taste pain and regret in your sweat youve been waiting for me oh i can tell that you been practicing i can tell that you been practicing all those other men were practice they were practice yeah for me for me for me for me  girl you look good wont you back that ass up you a fine motherfucker wont you back that ass up call me big daddy wont you back that ass up girl who is you playing with back that ass up you workin with some ass yeah you bad yeah uh uh uh girl you workin with some ass yeah you bad yeah uh uh uh  girl you workin with some ass yeah you bad yeah make a nigga spend his cash yeah his last yeah hoes frown when you pass yeah they mad yeah couple thousand on your bag yeah fuck yeah im a big tymer nigga yeah money flipper yeah get it understood yeah its all good yeah girl i know whats real cause ive been around it you only want whats real you just never found it ah dont give them no more chances ooh girl they had their turn everything for a reason theres things you had to learn from them but when i get you to myself you know whats going down whats going down oh  girl you look good wont you back that ass up you a fine motherfucker wont you back that ass up call me big daddy wont you back that ass up girl who is you playing with back that ass up you workin with some ass yeah you bad yeah uh uh uh girl you workin with some ass yeah you bad yeah uh uh uh  yeah i know he messed up but let a real nigga make it right let a real nigga make it right you deserve that much let me put somethin in your life let me put somethin in your life put somethin in your life you tellin me its only been a couple other people that youve been with ima trust you ima give you the benefit of the doubt and ima love you you can even call me daddy give you someone to look up to  and my girls from the  need to drop it right now uh need to drop it right now all my girls from the  need to drop it right now need to drop it right now all my girls from the  need to drop it right now need to drop it right now all my girls from the  need to drop it right now need to drop it right now oh  after you back it up then stop back it up baby after you back it up then stop uh hey babygirl after you back it up then stop yeah after you back it up then stop  i can tell that moneys got you working that your bodys so wet and were finally here in person i taste pain and regret in your sweat youve been waiting for me oh i can tell that you been practicing i can tell that you been practicing all those other men were practice they were practice yeah for me for me for me for me
The Ride,Drake,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,156,yeah i hate when i hate when people say they feel me man i hate that shit itll be a long time before yall feel me if ever for real  you wont feel me til everybody say they love you but its not love and your suit is oxblood and the girl you fuckin hates you and your friends faded off shots of what you ordered to forget about the game that you on top of your famous girlfriend ass keep gettin thicker than the plot does and when you forget her thats when she pop up and you got a drop but you ride around with the top up or get three suvs for niggas dressed like refugees and deal with the questions about all your excessive needs and you do dinners at french laundry in napa valley scallops and glasses of dolce that shit right up your alley yeah you see a girl and you ask about her bitches smiling at you it must be happy hour they put the cloth across your lap soon as you sat down its feeling like you own every place you choose to be at now walking through airport security with your hat down stead of gettin a pat down they just keep on sayin that they feel you nigga yeah its been too long been way too long  ive been faded too long ooh ive been faded too long ooh ive been faded too long ooh why wont it stop the ride why wont it stop ooh the ride  you wont feel me til you want it so bad you tell yourself youre in it and tell the world around you that your paperwork is finished and steal your mothers debit card so you maintain an image and ride around in overpriced rental cars that aint tinted you need a minute you got it you know its real when your latest nights are your greatest nights the sun is up when you get home thats just a way of life apartment  some couches and paintings where you record with two others that want the same things yeah it start to feel better than home feels and so you up there every night you swear you gettin close that champagne money was for gas and phone bills but shit you bout to spend it on what matters most you drop a couple songs in hopes that you could be the nigga and come out every night to let the city see they nigga tellin stories that nobody relate to and even though they hate you they just keep on tellin you they feel you nigga yeah its been too long man  ive been faded too long ooh ive been faded too long ooh ive been faded too long ooh why wont it stop yeah the ride why wont it stop uh ooh the ride  i havent been inside terminal  and  in so long im drivin right up to it now make sure you got your coat on that runway can be cold especially after summers rolled on and all you knew is alcohol and city lights and slow songs for four months out the year its got you asking whats good at home whats good at home the same hoes are still at it i shouldve known my young niggas poppin ms and sippin dirty jones problem children that all be reppin octobers own brand new girl and she still growin brand new titties stitches still showin yeah and she just prayin that it heals good im bout to fuck and im just prayin that it feels good i really dont know much but shit i know a secret they say more money more problems my nigga dont believe it i mean sure theres some bills and taxes im still evadin but i blew six million on myself and i feel amazin young money maker season ticket holder season switching over i come through them bitches still scorchin as if i didnt notice you niggas gettin older i see no threat in yoda im out here messing over the lives of these niggas that couldnt fuck with my freshman floater look at that fuckin chip on your nephews shoulder my sophomore i was all for it they all saw it my junior and senior will only get meaner take care nigga  ooh im still faded faded faded the ride im still faded faded faded why wont it stop ooh the ride why wont it stop the ride why wont it stop ooh the ride
The Motto,Drake;Lil Wayne,contemporary r&b;hip hop;pop;pop rap;pop-rap;rap;rnb/swing,2011,Take Care,202,im the fuckin man yall dont get it do ya type of money everybody acting like they knew ya go uptown new york city bitch them spanish girls love me like im aventura tell uncle luke im out in miami too clubbin hard fuckin women there aint much to do wrist bling got a condo up on biscayne still gettin brain from a thang aint shit changed how you feel how you feel how you feel twenty five sitting on twenty five mil uh im in the building and im feeling myself rest in peace mac dre ima do it for the bay okay gettin paid well holler whenever that stop my team good we dont really need a mascot tell tune light one pass it like a relay ymcmb you niggas more ymca me franny and mally mall at the crib o shout goes out to niko j and chubbs shout to gibbo we got santa margherita by the liter she know even if im fucking with her i dont really need her aww thats how you feel man thats really how you feel cause the pimpin ice cold all these bitches wanna chill i mean maybe she wont then again maybe she will i can almost guarantee she know the deal real nigga whats up  now she want a photo you already know though you only live once thats the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we dont really play every day every day fuck what anybody say cant see em cause the money in the way real nigga whats up  one time fuck one time im callin niggas out like the umpire seven grams in the blunt almost drowned in her pussy so i swam to her butt its eastside we in this bitch wish a nigga would like a tree in this bitch and if a leaf fall put some weed in that bitch thats my mo add a b to that shit im fucked up tore down im twisted doorknob talk stupid off with your head nigga money talks and mr ed yeah im so young money got a drum on the gun energizer bunny funny how honey aint sweet like sugar aint shit sweet niggas on the street like hookers i tongue kiss her other tongue skeet skeet skeet water gun oh my god becky look at her butt tunechi  now she want a photo you already know though yeah you only live once thats the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we dont really play every day every day fuck what anybody say cant see em cause the money in the way real nigga whats up real nigga whats up now she want a photo you already know though you only live once thats the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we dont really play every day every day fuck what anybody say cant see em cause the money in the way real nigga whats up
